--------------------
BDMEP - INMET
--------------------
Estação           : PONTA PORA - MS (OMM: 83702)
Latitude  (graus) : -22.55
Longitude (graus) : -55.71
Altitude  (metros): 650.00
Estação Operante
Inicio de operação: 24/11/1941
Periodo solicitado dos dados: 30/03/1700 a 12/08/2015
Os dados listados abaixo são os que encontram-se digitados no BDMEP
--------------------
Obs.: Os dados aparecem separados por ; (ponto e vírgula) no formato txt.
      Para o formato planilha XLS, siga as instruções
--------------------
Estacao;Data;Hora;DirecaoVento;VelocidadeVentoMedia;VelocidadeVentoMaximaMedia;EvaporacaoPiche;EvapoBHPotencial;EvapoBHReal;InsolacaoTotal;NebulosidadeMedia;NumDiasPrecipitacao;PrecipitacaoTotal;PressaoNivelMarMedia;PressaoMedia;TempMaximaMedia;TempCompensadaMedia;TempMinimaMedia;UmidadeRelativaMedia;VisibilidadeMedia;
83702;31/08/1970;0000;5;3.002151;7;109.4;;;215.2;2.44086;7;49.8;;939.912903;25;17.197419;11.845161;67.548387;;
83702;30/09/1970;0000;18;2.96;5;81.1;;;189.8;4.322222;12;183.4;;938.22;26.42;19.210667;14.513333;73.141667;;
83702;31/10/1970;0000;5;2.991398;6;100.5;;;244.7;3.430108;8;139.6;;935.811828;28.322581;21.642581;16.625806;71.258065;;
83702;30/11/1970;0000;5;2.8;5;122.6;;;257.5;2.722222;10;169.6;;935.217778;28.653333;21.350667;15.506667;63.958333;;
83702;31/12/1970;0000;18;3.053763;6;120.2;;;239.6;3.870968;12;243;;934.02043;30.606452;24.242581;19.290323;68.846774;;
83702;31/01/1971;0000;18;2.569892;5;76.5;;;213.4;5.16129;17;187.6;;935.033333;29.967742;24.203333;20.273333;79.193548;;
83702;28/02/1971;0000;9;2.797619;5;64;;;183.6;5.297619;;278.4;;936.164286;29.778571;23.769286;19.742857;79.544643;;
83702;31/03/1971;0000;5;2.408602;6;44.7;;;183.9;5.119565;18;233;;936.28172;29.677419;23.170323;18.974194;81.741935;;
83702;30/04/1971;0000;14;2.677778;5;53.3;;;215.4;3.311111;11;182.8;;938.206667;26.84;19.850667;14.9;76.05;;
83702;31/05/1971;0000;9;2.763441;6;56.7;;;186;4.365591;;154.6;;940.169892;23.870968;17.376774;13.090323;79.725806;;
83702;30/06/1971;0000;0;2.366667;6;49.9;;;130.5;5.877778;;119.5;;939.593333;21.246667;15.232;10.926667;80.3;;
83702;31/07/1971;0000;32;2.494624;5;81.7;;;217.1;2.849462;;155.5;;939.932258;24.83871;17.224516;12.367742;73.274194;;
83702;31/08/1971;0000;9;3.043011;5;97.5;;;198.7;3.021505;;7.4;;940.156989;25.658065;18.049677;12.96129;70.491935;;
83702;30/09/1971;0000;5;2.555556;6;120.7;;;175.3;3.211111;;63;;938.084444;28.486667;20.877333;15.533333;66.225;;
83702;31/10/1971;0000;23;2.462366;5;74.3;;;181.9;5.075269;;183.4;;938.330108;26.225806;20.058065;15.564516;75.354839;;
